url_id;certificate;year;duration;rating;votes;metascore;total_nominations;total_wins;oscar_nominations;oscar_wins;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspect_ratio;color;url_image;plot
tt1447508;Not Rated;2010;5700;7.4;12319;69;14;4;;;;757951;350054;9460931;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTU4NmJkNWEtNmM0ZC00NDkyLThkZDYtZTVkNTQxMTNhOTlhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;An impoverished farmer's threat to end his life invites attention from politicians and media.
tt0256009;R;2001;6360;7.4;65830;78;11;6;;;4500000;755249;34963;6582065;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTI3MDcwZGItZDMwNS00ZDBjLWEwOGEtMWEyMWUxNDlkYzBjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg;After Carlos - a 12-year-old whose father has died in the Spanish Civil War - arrives at an ominous boys' orphanage, he discovers the school is haunted and has many dark secrets which he must uncover.
tt1185442;Not Rated;2009;9660;5.7;5177;;13;5;;;11000000;754268;403678;1461611;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjE3NjQxMjg4NF5BMl5BanBnXkFtZTcwNDQ3NTk5Mw@@._V1_.jpg;A woman finds that her neighbors are terrorists, and her husband is not who he claims to be.
tt1230448;Not Rated;2009;8220;6.3;11919;;3;0;;;;754928;512124;8034797;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BYWI0MGZlNWYtMmZhMS00ZDIwLTg3N2ItNTgxNWIyOTY1YTNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;In an Indian village, a struggling barber sees his luck begin to turn when residents learn that a famous actor he once knew is coming to town.
tt0290673;Not Rated;2002;5820;7.3;133668;51;13;3;;;;792200;60086;6479328;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTdhM2FhOWItM2NiNC00YjYwLTkxZGEtYzNhYWM3YzU2NDQzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg;Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.
tt0101458;R;1991;9480;6.8;10322;63;2;3;;;23000000;829625;38553;829625;1.66 : 1;Color;https://m.media-amazon.com/images/M/MV5BODlmZTFlNDgtMmQxYy00N2M2LTg3Y2YtNDllMmQzMTg4YjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented.
tt0323013;Not Rated;2004;11160;7.9;23330;;15;6;;;3900000;753600;380000;5859242;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.
tt0323013;Not Rated;2004;11160;7.9;23330;;15;6;;;3900000;753600;380000;5859242;2.35 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.
tt9748230;;2019;7680;7.5;55;;0;0;;;;752205;35111;808831;;;https://m.media-amazon.com/images/M/MV5BMGQ1ZWJhZmUtNzNmNi00ODA3LTkwYWItNjcwZWQ1YmYwM2UwXkEyXkFqcGdeQXVyMDYxMTUwNg@@._V1_.jpg;A birthday tribute concert for Joni Mitchell performed in Los Angeles.
tt0050783;Not Rated;1957;6600;8.1;48821;;8;18;0;1;;766530;38988;769804;1.33 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BOTdhNmUxZmQtNmMwNC00MzE3LWE1MTUtZDgxZTYwYjEzZjcwXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_.jpg;A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
tt0094286;PG;1987;5280;6.3;198;;2;1;;;;751555;;751555;;Color;https://m.media-amazon.com/images/M/MV5BMTM0Nzk3Mzk1M15BMl5BanBnXkFtZTcwODIyNzIzMQ@@._V1_.jpg;"Sundance prizewinner. Fictionalized portrait of one of history's great literary couples: Stein & Toklas. Summer 1930s France, Alice tends to ailing Gertrude; they visit Fernande Olivier, Guillaume Apollinaire, others; and Hemingway pops in."
tt0109949;TV-14;1995;6300;6.9;1513;;1;7;;;;903840;8851;903840;;Color;https://m.media-amazon.com/images/M/MV5BMTczMzk1NzE4OV5BMl5BanBnXkFtZTcwNDA0MzMzMQ@@._V1_.jpg;It is a satire about life in Cuba. The members of a funeral procession and some truck drivers who need to take the same route begin to talk about God and the world and they end up discovering that life for both groups has many similarities and many differences, depending on the point of view.
tt0460829;R;2006;10800;6.8;57536;73;20;4;;;;1114878;27508;4299667;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQ3NDQyNjM3NF5BMl5BanBnXkFtZTcwMzk5MDU0MQ@@._V1_.jpg;As an actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal.
tt0460829;R;2006;10800;6.8;57536;73;20;4;;;;1114878;27508;4299667;1.85 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BMTQ3NDQyNjM3NF5BMl5BanBnXkFtZTcwMzk5MDU0MQ@@._V1_.jpg;As an actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal.
tt0073906;PG;1975;7140;6.8;9338;67;6;0;2;0;4000000;;;;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BODA2YWFhMmMtMTRlZC00YTJlLWJlODEtNGEzMTBmYTA3MWNjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg;A Berber chieftain triggers an international incident, drawing the involvement of Theodore Roosevelt, when he kidnaps an American widow and her children in 1900s Morocco.
tt2479800;R;2013;6000;6.2;29340;69;4;0;;;;767732;63461;919591;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTU4MTA5MzA5MF5BMl5BanBnXkFtZTgwNzE4NzA1MTE@._V1_.jpg;An unflinching portrait of adolescent lust, boredom, and self-destruction that centers around a shy young girl on the cusp of an illicit relationship with her soccer coach.
tt7370952;PG-13;2019;5640;6;904;;0;0;;;;1056416;430898;1067629;;Color;https://m.media-amazon.com/images/M/MV5BNzM0Zjc2OWMtY2NjNS00ZmE4LWEzZTItMWE3NjQ4NmM2YzE2XkEyXkFqcGdeQXVyOTk0Mjc1MDA@._V1_.jpg;Soldier Marshall Bennett returns back home after sustaining injuries from an improvised explosive device overseas. When he learns his father is behind on his mortgage payments, Marshall turns to competitive racing to save the family farm.
tt0089009;PG;1985;5760;6.5;2264;;2;7;0;1;;750000;19938;750000;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNmNhYWY2ODEtMmYzMi00MjlmLTk1MDAtOWVmMzUwODc4NmUyXkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_.jpg;After a newspaper reporter helps expose a Member of Parliament as a possible spy, he finds that there's much more to the story than that.
tt5814592;R;2017;4260;6.5;18899;73;9;4;;;;749827;37396;5597950;2.35 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BNDk0M2M4NTktZGI2MC00NGZmLThkZTEtZThlZDAyNzhiODMxL2ltYWdlXkEyXkFqcGdeQXVyMzYzMDI3MzY@._V1_.jpg;Janet hosts a party to celebrate her new promotion, but once the guests arrive, it becomes clear that not everything will be going down as smoothly as the red wine.
tt0115033;R;1995;5940;7;3631;;2;1;;;;536825;;536825;1.66 : 1;;https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_.jpg;This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.
tt0067144;GP;1971;6960;7.2;5813;;11;10;1;0;1000000;;;2578;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BZjMyODZjZjgtMDRkNS00YjQzLWI0MWMtY2UxOTJiN2ZkMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg;A tale of torrid and forbidden love between a couple in the English countryside.
tt8421806;TV-PG;2018;6900;7.3;96;;0;0;;;;;;136012;;Color;https://m.media-amazon.com/images/M/MV5BYmUxODYxM2UtMDg2OC00ZWViLWFmOWYtODg2OGVhYTJlY2Q4XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg;Lia Marquez (Bea Alonzo) is a simple lass who is set to marry Cebu's most eligible bachelor Philip Cordero (Paulo Avelino), who is currently running to clinch the mayoral position after his father's term ends. However, things get complicated when Lia's ex-boyfriend Wado dela Costa (Derek Ramsay) returns to work for them in a project that will help Philip win the elections. Inevitably, feelings resurface and doubts arise. As we get closer to the wedding day, Lia becomes unsure if she is choosing the right man to marry, torn between the man from her past and the man she's building a future with.
tt0460810;PG;2008;5400;6.4;14203;63;1;0;;;;750587;115004;900689;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDE2Njc3MjI5NV5BMl5BanBnXkFtZTcwODAxOTQzMg@@._V1_.jpg;A young man, much to the chagrin of his father, becomes the new assistant to an illusionist in decline.
tt0097435;R;1988;7140;5.3;737;;0;0;;;;747013;;747013;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMTA3Nzg5NzQ3ODJeQTJeQWpwZ15BbWU3MDEyNDEwMjE@._V1_.jpg;A London art broker goes to Copenhagen where he requires the services of a secretary fluent in Danish, English, and German. He falls deeply in love with the woman, despite the fact that he knows virtually nothing about her. She insists on not being married in a church, and after they are married, some bad things from her past begin surfacing in subtly supernatural ways, and he must find the best way to deal with them without destroying their relationship.
tt8404272;;2018;6060;6.4;1081;;11;9;;;;746933;204733;136796719;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BYzExNDVhMmYtMDljMS00ZDE0LWE5ZDctZjNhMTFiYThkYjVkXkEyXkFqcGdeQXVyMDkzNTQwNA@@._V1_.jpg;A woman from 2018 and a man from 1999 wake up in the same bed. They discover they can time travel using the bedroom door, and make changes to their eras, but that their destinies may not be in their own hands.
tt0347791;G;2002;4260;6;6186;27;0;0;;;;746381;260372;20867919;;Color;https://m.media-amazon.com/images/M/MV5BODg3OTljOTktNmI3Ny00MDczLTk2NGItNWRiOTE2YjQ1OWI0XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg;Two thieves take control of an ancient weapon designed to defend the canal city of Altomare.
tt1667321;R;2017;6600;6.3;11273;62;0;0;;;;745971;35765;3338249;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzQ1MjI5OTg1M15BMl5BanBnXkFtZTgwMzIyODc4NDM@._V1_.jpg;In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.
tt1480656;R;2012;6540;5.1;47597;58;14;3;;;20500000;763556;70339;7029095;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTY1NjI0MDYyNV5BMl5BanBnXkFtZTcwNDIzMDEyOA@@._V1_.jpg;Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart.
tt6074202;PG-13;2016;6720;5.5;524;;4;1;;;60000000;744541;311738;119107580;;Color;https://m.media-amazon.com/images/M/MV5BN2FkYmNiNTEtZWZmNy00ZmI2LTg0OTgtZGIxYTJkZjIyOWZhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_.jpg;A recently dumped radio host finds a new perspective on love when a young intern begins to work with him on his show.
tt0093980;R;1987;5460;5.4;1041;;0;0;;;4000000;743445;;743445;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzhjZGNhZmYtNDA2ZC00ODE5LTkzMzAtY2YwYmM5MmM0YWUzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg;Two sisters turn their family mansion in Louisiana into a guest house. One of their guests is an aide to a congressman, and turns their lives inside out.
tt0384814;R;2006;7020;5.7;9702;58;1;0;;;;743847;68779;2460057;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZDc0ZWFmYjAtMTc2ZS00MzdlLThkZjAtM2I5ZGZlZjYzZDRlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg;Mexican beauty Camilla Lopez (Salma Hayek) hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini (Colin Farrell), a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.
tt0119657;R;1997;7620;7.6;2771;;4;4;;;2500000;910773;;910773;;;https://m.media-amazon.com/images/M/MV5BODAxYzg4YjItYWRiMS00YWJjLTk5ZmMtNjNiYmY2MTM4ZGIxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg;Humberto Fuentes is a wealthy doctor whose wife has recently died. In spite of the advice of his children, he takes a trip to visit his former students who now work in impoverished villages. His trip soon becomes a quest, politically awakening him when he finds out that one of his students was killed by the army.
tt0064040;Not Rated;1969;8700;8.1;23546;99;1;4;;;;771956;12620;841103;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTk5MTUyNTA2Nl5BMl5BanBnXkFtZTgwNTQzMDg1NjE@._V1_.jpg;An account of underground resistance fighters in Nazi-occupied France.
tt0880502;Not Rated;2007;7320;7.7;32094;85;23;38;;;;742349;14257;17804565;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzgxMzYyNzAyOF5BMl5BanBnXkFtZTcwODY5MjY3MQ@@._V1_.jpg;A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
tt0098390;;1989;5220;6.7;209;;13;4;;;;741221;;741221;;;https://m.media-amazon.com/images/M/MV5BMjE2ZjgxZGUtYmJiOS00ZDM0LWI0NTktMDZiYjkwYjNiYmI1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg;"At a farmhouse, a large family cooks mountains of food for the next day's engagement party for Silvia and her city fianc??, Angelo. Her parents feud about infidelity; an aging salesman who rents a cottage from them arrives with a young French woman; in Bologna, Angelo's mother frets that her son is marrying beneath him; his sisters are less critical. Early the next morning, the four of them go by train to the farmhouse, joined by Angelo's married, unpregnant sister. The day-long dinner is riotous, couples display affection and impatience, children chase angels. Angelo's family stays the night, and his sister Linda has a visitor. A silver elephant makes the perfect gift."
tt0018471;Passed;1926;6180;7.1;1571;;0;0;;;433000;;;;1.33 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BMTc5Njg5ODM1N15BMl5BanBnXkFtZTgwNzAwMjE3MzE@._V1_.jpg;A gruff Marine sergeant and a handsome new recruit compete for the affection of a nurse.
tt9075778;PG;2019;6000;5.8;496;;0;0;;;;954641;60223;954641;;Color;https://m.media-amazon.com/images/M/MV5BN2FjNjQzYmMtYmUxOC00YWI3LWJmMDUtNDA5NWYwNDMxNmNhXkEyXkFqcGdeQXVyMzg4MDMyNA@@._V1_.jpg;When Willard and Rebecca Bean are called on a mission to a town that's hostile towards them, they must choose whether to fight for their right to live there or love their hostile neighbors.
tt0206917;R;2000;6000;6.1;15600;40;3;3;;;;747092;93455;1322763;1.85 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BMGNlMTljNzQtMTIyZS00MDcwLTk2ZjgtNGRlN2M4OGE5NjkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A young refugee traveling from Russia to America in search of her lost father falls for a gypsy horseman.
tt4430212;Not Rated;2015;9780;8.2;80592;;8;1;;;9400000;;;;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.
tt0245891;PG;2001;5580;5.7;1298;17;0;0;;;;1047553;522813;1047553;1.66 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzFiNDZjZWEtMDhmOC00NjYwLTllYWQtNDk0NGM2OTg1YjY0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg;As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim Corey's inheritance, the gang meets Matt's beautiful cousin Jessie and embark on a hilarious, extreme sports-filled adventure.
tt0100519;PG;1990;7020;7.3;22351;;2;3;;;;739104;24004;739104;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjc0MTU0MDY1OV5BMl5BanBnXkFtZTcwMDI2OTY2NA@@._V1_.jpg;Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.
tt2275802;;2013;9120;5.9;5190;;2;0;;;;738525;412148;1223419;;Color;https://m.media-amazon.com/images/M/MV5BMjA0NjA4OTExMF5BMl5BanBnXkFtZTgwMDQ2MTQwMDE@._V1_.jpg;A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.
tt0071130;G;1974;5940;5.7;254;;0;0;;;;738061;;;;Color;https://m.media-amazon.com/images/M/MV5BNTE2OWNkMTEtOWQwYy00NzYyLWFkZjYtNTBjNTdmODZkY2FkXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg;An elderly woman in a Baltimore neighborhood finds out that a somewhat slow-witted neighbor is being put up for local office by some shady politicians who have no interest in their neighborhood but are interested in getting their hands on the money that comes into it. She gets some neighborhood people together and together they plan to thwart the politicians' schemes.
tt0283883;PG-13;2002;7980;6.1;2260;54;0;0;;;;736872;49176;2860785;2.35 : 1;;https://m.media-amazon.com/images/M/MV5BMTM5ODYyNTA3M15BMl5BanBnXkFtZTcwODQwMDY4Mw@@._V1_.jpg;A jazz singer and a British jewel thief are brought together by their mutual desire to forget the past.
tt0174268;R;1999;7140;6.5;3370;55;1;0;;;;591142;29459;591142;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI4NjQ1MTk0Nl5BMl5BanBnXkFtZTYwNjk1NDM5._V1_.jpg;The Vatican sends a priest to verify some miracles, performed by a woman who has been nominated for sainthood. During his investigation, the priest, who is experiencing a crisis of faith, re-discovers his own purpose in life.
tt0067763;PG;1971;6120;7;1781;73;2;0;;;;736518;;;2.35 : 1;;https://m.media-amazon.com/images/M/MV5BYmU5YWE0MjAtMDhmZi00MGU1LTk0NGUtNmNmMWZjMjA0M2Y4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg;In 1857, con man Quincy Drew and his black friend Jason O'Rourke swindle slave owners into buying Jason, who's a free man, and later share the profits when Jason escapes captivity.
tt0165216;PG;1972;6600;6;83;;0;0;;;;736087;;;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjIwMzdiNjItNDhlMy00NDcyLWFmYWItOTNhM2IyODE5NDJlXkEyXkFqcGdeQXVyMjAyNTEwOQ@@._V1_.jpg;A secret Japanese agent infiltrates a narcotics and women trafficking ring.
tt0189630;Not Rated;1999;6600;6.8;1821;70;9;3;;;;736812;;770132;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjAyNDY5MDIxM15BMl5BanBnXkFtZTcwNzQzNzQzMQ@@._V1_.jpg;Two sisters become victims of the patriarchal, ultra-orthodox society.
tt0069920;R;1973;5520;6.5;6739;;0;0;;;;735550;;;1.66 : 1;;https://m.media-amazon.com/images/M/MV5BYjk5ODdlZGUtZWE5OC00N2VhLWIwYzktYTY4YTQyNzQyMmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A string of appalling lust murders shocks the University of Perugia as a sadistic serial killer strangles to death beautiful college girls with a red and black scarf.
tt0106408;R;1993;6060;6.3;1124;;4;3;1;0;;734634;;739055;;Color;https://m.media-amazon.com/images/M/MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1_.jpg;A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.
tt0109675;R;1994;5160;4.8;618;;0;0;;;2000000;734693;348192;734693;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BM2MwMTUzYmYtNDQyNy00MTkwLTllMWEtNjc4ZmVkNGZhMDI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg;Political satire about an underground militant group that kidnaps African-Americans who have sold out their race. The story follows as the group led Curtis-Hall and Rhames kidnaps an advertising executive (La Salle) who has been providing advertising programs that belittles blacks and women. One advertisement features Spike Lee endorsing Gospelpak Fried Chicken which comes in a bucket with the Confederate flag draped all over it.
tt0157122;R;2000;8520;7.4;3528;79;9;8;;;;739055;29462;918033;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjczYmJiNjItMDZjYS00NGY4LTg4OTMtOWYxZDM2ZjM1YzZjXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_.jpg;An imaginary woman recollects the painful experience of adultery to a storyteller.
tt0109454;;1994;6600;6.9;1941;;6;2;;;;464284;19101;464284;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM1NTEyNjQ3MF5BMl5BanBnXkFtZTcwMzg4NTYxMQ@@._V1_.jpg;Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his widow, Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.
tt0375611;Not Rated;2005;7320;8.1;34911;;7;59;;;2340000;754819;125343;1266341;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg;The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world.
tt0021310;Approved;1930;4560;5.8;898;;2;1;2;0;496000;;;;;Black and White;https://m.media-amazon.com/images/M/MV5BYzNmYWI2MGEtMGI1Mi00NWQwLWE2M2EtYTFjMzI3MTZmNGVhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg;Young Harry is in love and wants to marry an actress, much to the displeasure of his family. Harry thinks that Bishop Armstrong knows nothing about love, so Armstrong tells him the story of Rita and himself. Rita was an opera star singing in New York, who was at a party given by Cornelius. Armstrong was a 28-year-old rector. He fell for Rita when he saw her and after six weeks he wanted to marry her. Naive as he was, he thought that all of Rita's relationships were in the distant past, but Rita lives for the moment and knows that she can never marry Armstrong.
tt4002772;PG;2015;7140;6.2;1262;;0;1;;;200000;732655;48409;732655;;Color;https://m.media-amazon.com/images/M/MV5BMTUyNjQ2NDYzOF5BMl5BanBnXkFtZTgwMjM3MTQxNTE@._V1_.jpg;After losing her father to cancer, a teenage girl reluctantly joins her new stepcousin at a summer camp for Latter-day Saint (Mormon) girls.
tt0069191;R;1972;7200;7.3;12923;;3;3;1;0;;732326;;;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BZTk5ZjBjZWQtYmYwYS00ZWY2LWE4MDktOTkzZjg0MzY1OTE4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg;A fluid, unconnected and sometimes chaotic procession of scenes detailing the various people and events of life in Italy's capital, most of it based on director Federico Fellini's life.
tt0308878;R;2003;5760;6.6;11404;59;1;0;;;4000000;735992;173246;826617;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQ5NTUxODI1OV5BMl5BanBnXkFtZTcwODY2ODUyMQ@@._V1_.jpg;A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.
tt0298131;PG-13;2003;8160;6.7;2448;49;3;9;;;;734519;;6075609;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTEwMTQ5NDEzMF5BMl5BanBnXkFtZTcwNDc5NzYyMQ@@._V1_.jpg;After the death of her father, Hannah becomes concerned with the strange behavior of her mother. As her mother's troubled childhood is revealed, Hannah realizes how little she ever knew.
tt0119467;R;1997;5760;6.3;1413;;11;12;;;2000000;796681;;801728;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQ1NzkyNDk2OF5BMl5BanBnXkFtZTcwNDcwNDMzMQ@@._V1_.jpg;After a robbery scam that goes bad, lovers Nikki and Al take off into the Australian outback, pursued by the police and a malevolent footballer named Zipper Doyle, and meet a number of offbeat characters.
tt0114266;;1995;5880;7.1;2095;;2;0;;;;730099;36471;;1.37 : 1;Color;https://m.media-amazon.com/images/M/MV5BYWI4MTg5NWMtYjY0ZS00NzUzLWE0ZjYtMmI4ZmExMTdmZDQ5XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg;Three stories of love and coincidence around the theme of dates in Paris.
tt0028739;Approved;1937;6780;6.5;1551;;2;3;2;0;2732000;;;;1.37 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BZDM5MjQ5NDItMGNkZi00YjcwLTkyZWUtMGNhOTg1N2Y0ZGZlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg;A Polish countess becomes Napoleon Bonaparte's mistress at the urging of Polish leaders, who feel she could influence him to make Poland independent.
tt0183869;Not Rated;2000;5280;6.5;55619;;0;1;;;10920000;626164;;60726164;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDQ4MWJiNzMtNDE5MC00YTBjLTg2M2EtMDI5NmY5ZWJlOTYxXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg;Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.
tt0065566;G;1969;5460;6;5327;54;0;0;;;;728653;;;1.75 : 1;;https://m.media-amazon.com/images/M/MV5BYTcwMmEzZWUtMWZjNy00MDE2LWFhYmMtNTQ1NmJmMjE2NGMwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;At Medfield College, an accident with a donated computer gives Dexter Riley the ability to remember any knowledge learned instantly and perfectly.
tt0320244;R;2003;5880;6.2;16246;36;4;0;;;5000000;742898;15163;782606;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BYjZlMWM1MGEtY2M5OS00MWZhLWI1OGUtYTAwY2JlM2U1ZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.
tt0064670;R;1969;5040;4.5;61;;0;0;;;;727880;;;;Color;https://m.media-amazon.com/images/M/MV5BOTE2MzVkOWEtMTAxNi00M2JlLTllYTgtYjNiMGMxMjUzNTk3XkEyXkFqcGdeQXVyNjU2OTM4NzI@._V1_.jpg;A businessman hosts a hunting party at a remote lodge, and hires three prostitutes to take care of his clients. However, the girls have their own plans and secretly install cameras in the bedrooms to record the activities for future use.
tt0089523;R;1984;5040;6.3;3647;;1;0;;;3000000;727639;;727639;;;https://m.media-amazon.com/images/M/MV5BNDNlMjA0Y2ItZjQyMS00NTZlLThiZDItMTE5OGQ2NzU3Y2M3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A group of unscrupulous characters seek buried treasure in the old west.
